CO,Tienda,Marca,Genero,Tipo,Cantidad,Precio_unitario_promedio,Precio_Intervalo
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CAMISETA,12.0,260000.0,"[250500.0, 281000.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CAMISETA,7.0,270000.0,"[250500.0, 281000.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CAMISETA,27.0,290000.0,"[281000.0, 311500.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CAMISETA,8.0,300000.0,"[281000.0, 311500.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CAMISETA,9.0,310000.0,"[281000.0, 311500.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CAMISETA,11.0,320000.0,"[311500.0, 342000.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CAMISETA,2.0,330000.0,"[311500.0, 342000.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CAMISETA,2.0,400000.0,"[372500.0, 403000.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CAMISETA,6.0,420000.0,"[403000.0, 433500.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CAMISETA,8.0,480000.0,"[464000.0, 494500.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CAMISETA,4.0,525000.0,"[494500.0, 525305.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CORREA,1.0,220000.0,"[220000.0, 221500.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CORREA,1.0,235000.0,"[233500.0, 235015.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CHAQUETA,3.0,500000.0,"[500000.0, 500100.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,GORRO,3.0,200000.0,"[196500.0, 202000.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,GORRO,8.0,220000.0,"[218500.0, 224000.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,GORRO,3.0,235000.0,"[229500.0, 235055.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,JEAN,7.0,420000.0,"[420000.0, 420084.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,PANTALON,8.0,360000.0,"[360000.0, 380000.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,PANTALON,2.0,400000.0,"[400000.0, 420200.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,PANTALON,6.0,420000.0,"[400000.0, 420200.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,SUDADERA,4.0,330000.0,"[330000.0, 333000.0)"
BC2,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,SUDADERA,12.0,360000.0,"[357000.0, 360030.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,FEMENINO,TENIS,7.0,599900.0,"[599900.0, 660400.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,FEMENINO,TENIS,13.0,649900.0,"[599900.0, 660400.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,FEMENINO,TENIS,3.0,659900.0,"[599900.0, 660400.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,FEMENINO,TENIS,12.0,664900.0,"[660400.0, 720900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,FEMENINO,TENIS,5.0,712900.0,"[660400.0, 720900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,FEMENINO,TENIS,4.0,994900.0,"[962900.0, 1023400.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,MEDIAS,1.0,119900.0,"[119900.0, 119923.98)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,1.0,769900.0,"[769900.0, 832900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,2.0,779900.0,"[769900.0, 832900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,6.0,829900.0,"[769900.0, 832900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,1.0,889900.0,"[832900.0, 895900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,2.0,899900.0,"[895900.0, 958900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,6.0,949900.0,"[895900.0, 958900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,1.0,959900.0,"[958900.0, 1021900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,2.0,969900.0,"[958900.0, 1021900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,3.0,999900.0,"[958900.0, 1021900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,1.0,1019900.0,"[958900.0, 1021900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,5.0,1069900.0,"[1021900.0, 1084900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,8.0,1187900.0,"[1147900.0, 1210900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,1.0,1319900.0,"[1273900.0, 1336900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,4.0,1399900.0,"[1336900.0, 1400530.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,UNISEX,MEDIAS,1.0,124900.0,"[124900.0, 124924.98)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,UNISEX,TENIS,4.0,779900.0,"[779900.0, 861900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,UNISEX,TENIS,12.0,899900.0,"[861900.0, 943900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,UNISEX,TENIS,2.0,949900.0,"[943900.0, 1025900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,UNISEX,TENIS,12.0,959900.0,"[943900.0, 1025900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,UNISEX,TENIS,2.0,989900.0,"[943900.0, 1025900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,UNISEX,TENIS,1.0,994900.0,"[943900.0, 1025900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,UNISEX,TENIS,16.0,999900.0,"[943900.0, 1025900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,UNISEX,TENIS,6.0,1299900.0,"[1271900.0, 1353900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,UNISEX,TENIS,6.0,1399900.0,"[1353900.0, 1435900.0)"
BC2,BROKEN CHAINS BOGOTA,NEW BALANCE,UNISEX,TENIS,2.0,1599900.0,"[1517900.0, 1600720.0)"
BC2,BROKEN CHAINS BOGOTA,NEW ERA,UNISEX,GORRO,1.0,209900.0,"[179990.0, 232990.0)"
BC2,BROKEN CHAINS BOGOTA,NEW ERA,UNISEX,GORRO,1.0,219990.0,"[179990.0, 232990.0)"
BC2,BROKEN CHAINS BOGOTA,NEW ERA,UNISEX,GORRO,1.0,249990.0,"[232990.0, 285990.0)"
BC2,BROKEN CHAINS BOGOTA,NEW ERA,UNISEX,GORRO,2.0,299990.0,"[285990.0, 338990.0)"
BC2,BROKEN CHAINS BOGOTA,NEW ERA,UNISEX,GORRO,1.0,319990.0,"[285990.0, 338990.0)"
BC2,BROKEN CHAINS BOGOTA,NEW ERA,UNISEX,GORRO,1.0,699990.0,"[656990.0, 710520.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,BERMUDA,5.0,274950.0,"[274950.0, 275004.99)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,BUZO,1.0,399950.0,"[399950.0, 400029.99)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,CHAQUETA,5.0,449950.0,"[449950.0, 450039.99)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,SUDADERA,3.0,619950.0,"[619950.0, 620073.99)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,3.0,609950.0,"[609950.0, 677450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,1.0,639950.0,"[609950.0, 677450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,3.0,664950.0,"[609950.0, 677450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,1.0,714950.0,"[677450.0, 744950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,1.0,724950.0,"[677450.0, 744950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,6.0,744950.0,"[744950.0, 812450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,13.0,754950.0,"[744950.0, 812450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,15.0,784950.0,"[744950.0, 812450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,29.0,794950.0,"[744950.0, 812450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,6.0,804950.0,"[744950.0, 812450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,3.0,814950.0,"[812450.0, 879950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,10.0,824950.0,"[812450.0, 879950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,1.0,834950.0,"[812450.0, 879950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,1.0,844950.0,"[812450.0, 879950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,15.0,854950.0,"[812450.0, 879950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,6.0,864950.0,"[812450.0, 879950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,7.0,874950.0,"[812450.0, 879950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,13.0,924950.0,"[879950.0, 947450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,1.0,954950.0,"[947450.0, 1014950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,1.0,979950.0,"[947450.0, 1014950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,10.0,989950.0,"[947450.0, 1014950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,8.0,1009950.0,"[947450.0, 1014950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,4.0,1029950.0,"[1014950.0, 1082450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,2.0,1054950.0,"[1014950.0, 1082450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,4.0,1079950.0,"[1014950.0, 1082450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,3.0,1089950.0,"[1082450.0, 1149950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,2.0,1109950.0,"[1082450.0, 1149950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,7.0,1149950.0,"[1149950.0, 1217450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,6.0,1209950.0,"[1149950.0, 1217450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,FEMENINO,TENIS,8.0,1284950.0,"[1217450.0, 1285625.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,BUZO,1.0,214950.0,"[214950.0, 251950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,BUZO,16.0,274950.0,"[251950.0, 288950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,BUZO,18.0,569950.0,"[547950.0, 585320.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,BUZO,19.0,584950.0,"[547950.0, 585320.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,CAMISETA,1.0,174950.0,"[174950.0, 207450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,CAMISETA,15.0,239950.0,"[239950.0, 272450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,CAMISETA,4.0,289950.0,"[272450.0, 304950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,CAMISETA,8.0,299950.0,"[272450.0, 304950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,CAMISETA,2.0,404950.0,"[402450.0, 434950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,CAMISETA,5.0,499950.0,"[467450.0, 500275.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,CHAQUETA,4.0,449950.0,"[449950.0, 450039.99)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,GORRO,6.0,174950.0,"[174950.0, 175450.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,MEDIAS,18.0,104950.0,"[104950.0, 104970.99)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,SUDADERA,1.0,539950.0,"[539950.0, 540057.99)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,1.0,304950.0,"[304950.0, 416950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,2.0,579950.0,"[528950.0, 640950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,1.0,584950.0,"[528950.0, 640950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,17.0,639950.0,"[528950.0, 640950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,9.0,659950.0,"[640950.0, 752950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,17.0,679950.0,"[640950.0, 752950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,1.0,684950.0,"[640950.0, 752950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,9.0,714950.0,"[640950.0, 752950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,20.0,744950.0,"[640950.0, 752950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,38.0,754950.0,"[752950.0, 864950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,5.0,774950.0,"[752950.0, 864950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,4.0,784950.0,"[752950.0, 864950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,14.0,799950.0,"[752950.0, 864950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,1.0,804950.0,"[752950.0, 864950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,3.0,809950.0,"[752950.0, 864950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,10.0,824950.0,"[752950.0, 864950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,6.0,834950.0,"[752950.0, 864950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,5.0,844950.0,"[752950.0, 864950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,16.0,854950.0,"[752950.0, 864950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,7.0,874950.0,"[864950.0, 976950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,37.0,884950.0,"[864950.0, 976950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,10.0,924950.0,"[864950.0, 976950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,120.0,944950.0,"[864950.0, 976950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,1.0,964950.0,"[864950.0, 976950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,4.0,969950.0,"[864950.0, 976950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,9.0,979950.0,"[976950.0, 1088950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,1.0,984950.0,"[976950.0, 1088950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,12.0,989950.0,"[976950.0, 1088950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,4.0,999950.0,"[976950.0, 1088950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,9.0,1009950.0,"[976950.0, 1088950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,1.0,1019950.0,"[976950.0, 1088950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,29.0,1029950.0,"[976950.0, 1088950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,5.0,1039950.0,"[976950.0, 1088950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,1.0,1054950.0,"[976950.0, 1088950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,3.0,1079950.0,"[976950.0, 1088950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,6.0,1089950.0,"[1088950.0, 1200950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,2.0,1109950.0,"[1088950.0, 1200950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,148.0,1129950.0,"[1088950.0, 1200950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,2.0,1149950.0,"[1088950.0, 1200950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,4.0,1159950.0,"[1088950.0, 1200950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,2.0,1179950.0,"[1088950.0, 1200950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,1.0,1189950.0,"[1088950.0, 1200950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,27.0,1209950.0,"[1200950.0, 1312950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,1.0,1219950.0,"[1200950.0, 1312950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,8.0,1244950.0,"[1200950.0, 1312950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,42.0,1249950.0,"[1200950.0, 1312950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,25.0,1254950.0,"[1200950.0, 1312950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,14.0,1284950.0,"[1200950.0, 1312950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,49.0,1294950.0,"[1200950.0, 1312950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,9.0,1299950.0,"[1200950.0, 1312950.0)"
BC2,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,51.0,1334950.0,"[1312950.0, 1426070.0)"
BC2,BROKEN CHAINS BOGOTA,RESHOEVN8R,UNISEX,PROTECCION,64.0,134900.0,"[134900.0, 142900.0)"
BC2,BROKEN CHAINS BOGOTA,RESHOEVN8R,UNISEX,PROTECCION,11.0,139900.0,"[134900.0, 142900.0)"
BC2,BROKEN CHAINS BOGOTA,RESHOEVN8R,UNISEX,PROTECCION,13.0,214900.0,"[206900.0, 214980.0)"
BC2,BROKEN CHAINS BOGOTA,SALOMON,UNISEX,TENIS,50.0,899900.0,"[899900.0, 939900.0)"
BC2,BROKEN CHAINS BOGOTA,SALOMON,UNISEX,TENIS,391.0,999900.0,"[979900.0, 1019900.0)"
BC2,BROKEN CHAINS BOGOTA,SALOMON,UNISEX,TENIS,6.0,1099900.0,"[1099900.0, 1139900.0)"
BC2,BROKEN CHAINS BOGOTA,SALOMON,UNISEX,TENIS,45.0,1199900.0,"[1179900.0, 1219900.0)"
BC2,BROKEN CHAINS BOGOTA,SALOMON,UNISEX,TENIS,129.0,1299900.0,"[1259900.0, 1300300.0)"
BC2,BROKEN CHAINS BOGOTA,VEJA,FEMENINO,TENIS,12.0,800000.0,"[800000.0, 810000.0)"
BC2,BROKEN CHAINS BOGOTA,VEJA,FEMENINO,TENIS,2.0,900000.0,"[890000.0, 900100.0)"
BC2,BROKEN CHAINS BOGOTA,VEJA,MASCULINO,TENIS,2.0,990000.0,"[990000.0, 990198.0)"
BC2,BROKEN CHAINS BOGOTA,VEJA,UNISEX,TENIS,5.0,800000.0,"[800000.0, 800160.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,BUZO,1.0,339950.0,"[339950.0, 395950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,BUZO,1.0,349950.0,"[339950.0, 395950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISA,2.0,199950.0,"[199950.0, 239950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISA,1.0,269950.0,"[239950.0, 279950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISA,1.0,399950.0,"[399950.0, 439950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISETA,1.0,199950.0,"[139950.0, 245950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISETA,2.0,239950.0,"[139950.0, 245950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISETA,1.0,249950.0,"[245950.0, 351950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISETA,1.0,259950.0,"[245950.0, 351950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISETA,1.0,279950.0,"[245950.0, 351950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISETA,7.0,349950.0,"[245950.0, 351950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISETA,2.0,399950.0,"[351950.0, 457950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISETA,1.0,599950.0,"[563950.0, 669950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,CHAQUETA,1.0,699950.0,"[699950.0, 759950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,CHAQUETA,1.0,899950.0,"[879950.0, 939950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,FALDA,1.0,499950.0,"[499950.0, 514950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,JEAN,4.0,549950.0,"[543950.0, 569950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,JEAN,2.0,649950.0,"[647950.0, 673950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,JEAN,1.0,699950.0,"[673950.0, 700210.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,PANTALON,1.0,439950.0,"[439950.0, 475950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,PANTALON,4.0,499950.0,"[475950.0, 511950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,PANTALON,1.0,549950.0,"[547950.0, 583950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,TENIS,15.0,449950.0,"[449950.0, 479950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,TENIS,16.0,499950.0,"[479950.0, 509950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,TENIS,38.0,549950.0,"[539950.0, 569950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,TENIS,10.0,599950.0,"[599950.0, 629950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,TENIS,5.0,649950.0,"[629950.0, 659950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,VESTIDO,1.0,299950.0,"[299950.0, 329950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,FEMENINO,VESTIDO,2.0,599950.0,"[569950.0, 600250.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,BERMUDA,4.0,399950.0,"[398950.0, 415950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,CAMISETA,3.0,349950.0,"[349950.0, 414950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,CAMISETA,3.0,399950.0,"[349950.0, 414950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,CAMISETA,1.0,479950.0,"[479950.0, 544950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,CAMISETA,1.0,649950.0,"[609950.0, 674950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,CHAQUETA,1.0,649950.0,"[639950.0, 654950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,CHAQUETA,2.0,699950.0,"[684950.0, 700100.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,GORRO,1.0,139950.0,"[139950.0, 139977.99)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,JEAN,2.0,549950.0,"[549950.0, 559950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,MEDIAS,2.0,69950.0,"[69950.0, 70950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,PANTALON,1.0,349950.0,"[349950.0, 350019.99)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,TENIS,1.0,499950.0,"[499950.0, 559950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,TENIS,2.0,549950.0,"[499950.0, 559950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,TENIS,2.0,599950.0,"[559950.0, 619950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,TENIS,2.0,649950.0,"[619950.0, 679950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,TENIS,15.0,699950.0,"[679950.0, 739950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,MASCULINO,TENIS,4.0,749950.0,"[739950.0, 799950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,UNISEX,BOLSO,1.0,549950.0,"[506950.0, 550380.0)"
