CO,Tienda,Marca,Genero,Tipo,Cantidad,Precio_unitario_promedio,Precio_Intervalo
BC3,BROKEN CHAINS CALI,ADIDAS,UNISEX,GORRO,2.0,139950.0,"[139950.0, 139977.99)"
BC3,BROKEN CHAINS CALI,ADIDAS,UNISEX,SANDALIAS,2.0,349950.0,"[349950.0, 350019.99)"
BC3,BROKEN CHAINS CALI,ADIDAS,UNISEX,TENIS,2.0,499950.0,"[499950.0, 534950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,UNISEX,TENIS,10.0,549950.0,"[534950.0, 569950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,UNISEX,TENIS,4.0,599950.0,"[569950.0, 604950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,UNISEX,TENIS,13.0,649950.0,"[639950.0, 674950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,UNISEX,TENIS,17.0,699950.0,"[674950.0, 709950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,UNISEX,TENIS,6.0,749950.0,"[744950.0, 779950.0)"
BC3,BROKEN CHAINS CALI,ADIDAS,UNISEX,TENIS,1.0,799950.0,"[779950.0, 814950.0)"
BC3,BROKEN CHAINS CALI,ASICS,MASCULINO,TENIS,3.0,699950.0,"[699950.0, 700089.99)"
BC3,BROKEN CHAINS CALI,ASICS,UNISEX,TENIS,12.0,459950.0,"[459950.0, 503950.0)"
BC3,BROKEN CHAINS CALI,ASICS,UNISEX,TENIS,5.0,529950.0,"[503950.0, 547950.0)"
BC3,BROKEN CHAINS CALI,ASICS,UNISEX,TENIS,9.0,599950.0,"[591950.0, 635950.0)"
BC3,BROKEN CHAINS CALI,ASICS,UNISEX,TENIS,2.0,649950.0,"[635950.0, 679950.0)"
BC3,BROKEN CHAINS CALI,ASICS,UNISEX,TENIS,23.0,699950.0,"[679950.0, 723950.0)"
BC3,BROKEN CHAINS CALI,ASICS,UNISEX,TENIS,2.0,749950.0,"[723950.0, 767950.0)"
BC3,BROKEN CHAINS CALI,ASICS,UNISEX,TENIS,8.0,849950.0,"[811950.0, 855950.0)"
BC3,BROKEN CHAINS CALI,ASICS,UNISEX,TENIS,7.0,899950.0,"[855950.0, 900390.0)"
BC3,BROKEN CHAINS CALI,DIESEL ADULTO,FEMENINO,CAMISETA,2.0,499900.0,"[499900.0, 499999.98)"
BC3,BROKEN CHAINS CALI,DIESEL ADULTO,FEMENINO,JEAN,1.0,2099900.0,"[2099900.0, 2100319.98)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,BOLSO,1.0,220000.0,"[220000.0, 220044.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,BUZO,4.0,430000.0,"[430000.0, 439500.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,BUZO,2.0,470000.0,"[468000.0, 477500.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,BUZO,5.0,525000.0,"[515500.0, 525095.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,CAMISETA,13.0,220000.0,"[220000.0, 240000.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,CAMISETA,10.0,230000.0,"[220000.0, 240000.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,CAMISETA,3.0,260000.0,"[260000.0, 280000.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,CAMISETA,1.0,270000.0,"[260000.0, 280000.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,CAMISETA,19.0,290000.0,"[280000.0, 300000.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,CAMISETA,3.0,300000.0,"[300000.0, 320000.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,CAMISETA,7.0,310000.0,"[300000.0, 320000.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,CAMISETA,2.0,320000.0,"[320000.0, 340000.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,CAMISETA,2.0,420000.0,"[400000.0, 420200.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,CORREA,1.0,235000.0,"[233500.0, 235015.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,GORRO,3.0,220000.0,"[220000.0, 221500.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,GORRO,1.0,235000.0,"[233500.0, 235015.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,PANTALON,4.0,400000.0,"[400000.0, 402000.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,PANTALON,1.0,420000.0,"[418000.0, 420020.0)"
BC3,BROKEN CHAINS CALI,MONOIC,UNISEX,SUDADERA,3.0,360000.0,"[357000.0, 360030.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,FEMENINO,TENIS,5.0,599900.0,"[599900.0, 660400.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,FEMENINO,TENIS,9.0,649900.0,"[599900.0, 660400.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,FEMENINO,TENIS,5.0,659900.0,"[599900.0, 660400.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,FEMENINO,TENIS,2.0,664900.0,"[660400.0, 720900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,FEMENINO,TENIS,1.0,712900.0,"[660400.0, 720900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,FEMENINO,TENIS,2.0,994900.0,"[962900.0, 1023400.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,MASCULINO,MEDIAS,2.0,109900.0,"[109900.0, 109921.98)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,MASCULINO,TENIS,1.0,829900.0,"[769900.0, 832900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,MASCULINO,TENIS,1.0,899900.0,"[895900.0, 958900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,MASCULINO,TENIS,1.0,949900.0,"[895900.0, 958900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,MASCULINO,TENIS,1.0,999900.0,"[958900.0, 1021900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,MASCULINO,TENIS,1.0,1187900.0,"[1147900.0, 1210900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,UNISEX,TENIS,1.0,819900.0,"[819900.0, 897900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,UNISEX,TENIS,1.0,844900.0,"[819900.0, 897900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,UNISEX,TENIS,1.0,899900.0,"[897900.0, 975900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,UNISEX,TENIS,1.0,949900.0,"[897900.0, 975900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,UNISEX,TENIS,2.0,959900.0,"[897900.0, 975900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,UNISEX,TENIS,1.0,989900.0,"[975900.0, 1053900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,UNISEX,TENIS,2.0,994900.0,"[975900.0, 1053900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,UNISEX,TENIS,6.0,999900.0,"[975900.0, 1053900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,UNISEX,TENIS,3.0,1069900.0,"[1053900.0, 1131900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,UNISEX,TENIS,4.0,1299900.0,"[1287900.0, 1365900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,UNISEX,TENIS,5.0,1399900.0,"[1365900.0, 1443900.0)"
BC3,BROKEN CHAINS CALI,NEW BALANCE,UNISEX,TENIS,1.0,1599900.0,"[1521900.0, 1600680.0)"
BC3,BROKEN CHAINS CALI,NEW ERA,UNISEX,GORRO,1.0,159990.0,"[159990.0, 214990.0)"
BC3,BROKEN CHAINS CALI,NEW ERA,UNISEX,GORRO,1.0,219990.0,"[214990.0, 269990.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,2.0,609950.0,"[609950.0, 677450.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,1.0,639950.0,"[609950.0, 677450.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,1.0,744950.0,"[744950.0, 812450.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,3.0,754950.0,"[744950.0, 812450.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,8.0,784950.0,"[744950.0, 812450.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,8.0,794950.0,"[744950.0, 812450.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,6.0,804950.0,"[744950.0, 812450.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,4.0,824950.0,"[812450.0, 879950.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,4.0,854950.0,"[812450.0, 879950.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,1.0,864950.0,"[812450.0, 879950.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,2.0,874950.0,"[812450.0, 879950.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,5.0,924950.0,"[879950.0, 947450.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,3.0,989950.0,"[947450.0, 1014950.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,1.0,1009950.0,"[947450.0, 1014950.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,1.0,1029950.0,"[1014950.0, 1082450.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,2.0,1079950.0,"[1014950.0, 1082450.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,1.0,1089950.0,"[1082450.0, 1149950.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,2.0,1149950.0,"[1149950.0, 1217450.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,1.0,1209950.0,"[1149950.0, 1217450.0)"
BC3,BROKEN CHAINS CALI,NIKE,FEMENINO,TENIS,5.0,1284950.0,"[1217450.0, 1285625.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,BERMUDA,6.0,344950.0,"[344950.0, 345018.99)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,BUZO,2.0,274950.0,"[274950.0, 275004.99)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,CAMISETA,5.0,239950.0,"[220950.0, 243950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,CAMISETA,3.0,404950.0,"[381950.0, 405180.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,GORRO,2.0,174950.0,"[174950.0, 175450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,MEDIAS,11.0,104950.0,"[104950.0, 104970.99)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,2.0,579950.0,"[579950.0, 660450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,584950.0,"[579950.0, 660450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,9.0,639950.0,"[579950.0, 660450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,659950.0,"[579950.0, 660450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,3.0,679950.0,"[660450.0, 740950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,714950.0,"[660450.0, 740950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,4.0,744950.0,"[740950.0, 821450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,15.0,754950.0,"[740950.0, 821450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,3.0,764950.0,"[740950.0, 821450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,4.0,774950.0,"[740950.0, 821450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,2.0,784950.0,"[740950.0, 821450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,4.0,799950.0,"[740950.0, 821450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,824950.0,"[821450.0, 901950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,834950.0,"[821450.0, 901950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,844950.0,"[821450.0, 901950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,7.0,854950.0,"[821450.0, 901950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,874950.0,"[821450.0, 901950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,13.0,884950.0,"[821450.0, 901950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,6.0,924950.0,"[901950.0, 982450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,7.0,944950.0,"[901950.0, 982450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,964950.0,"[901950.0, 982450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,11.0,979950.0,"[901950.0, 982450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,3.0,989950.0,"[982450.0, 1062950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,4.0,999950.0,"[982450.0, 1062950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,3.0,1009950.0,"[982450.0, 1062950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,1019950.0,"[982450.0, 1062950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,8.0,1029950.0,"[982450.0, 1062950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,1039950.0,"[982450.0, 1062950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,1089950.0,"[1062950.0, 1143450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,1109950.0,"[1062950.0, 1143450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,25.0,1129950.0,"[1062950.0, 1143450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,4.0,1159950.0,"[1143450.0, 1223950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,1164950.0,"[1143450.0, 1223950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,1179950.0,"[1143450.0, 1223950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,10.0,1209950.0,"[1143450.0, 1223950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,1219950.0,"[1143450.0, 1223950.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1.0,1244950.0,"[1223950.0, 1304450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,12.0,1249950.0,"[1223950.0, 1304450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,10.0,1254950.0,"[1223950.0, 1304450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,7.0,1284950.0,"[1223950.0, 1304450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,20.0,1294950.0,"[1223950.0, 1304450.0)"
BC3,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,13.0,1334950.0,"[1304450.0, 1385755.0)"
BC3,BROKEN CHAINS CALI,RESHOEVN8R,UNISEX,PROTECCION,25.0,134900.0,"[134900.0, 142900.0)"
BC3,BROKEN CHAINS CALI,RESHOEVN8R,UNISEX,PROTECCION,7.0,214900.0,"[206900.0, 214980.0)"
BC3,BROKEN CHAINS CALI,SALOMON,UNISEX,TENIS,11.0,899900.0,"[899900.0, 939900.0)"
BC3,BROKEN CHAINS CALI,SALOMON,UNISEX,TENIS,82.0,999900.0,"[979900.0, 1019900.0)"
BC3,BROKEN CHAINS CALI,SALOMON,UNISEX,TENIS,2.0,1099900.0,"[1099900.0, 1139900.0)"
BC3,BROKEN CHAINS CALI,SALOMON,UNISEX,TENIS,20.0,1199900.0,"[1179900.0, 1219900.0)"
BC3,BROKEN CHAINS CALI,SALOMON,UNISEX,TENIS,32.0,1299900.0,"[1259900.0, 1300300.0)"
BC3,BROKEN CHAINS CALI,VEJA,FEMENINO,TENIS,6.0,800000.0,"[800000.0, 810000.0)"
BC3,BROKEN CHAINS CALI,VEJA,FEMENINO,TENIS,1.0,900000.0,"[890000.0, 900100.0)"
BC3,BROKEN CHAINS CALI,VEJA,MASCULINO,TENIS,2.0,990000.0,"[990000.0, 990198.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,BUZO,2.0,349950.0,"[339950.0, 395950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,BUZO,1.0,449950.0,"[395950.0, 451950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,BUZO,2.0,499950.0,"[451950.0, 507950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,CAMISA,1.0,199950.0,"[199950.0, 239950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,CAMISA,2.0,269950.0,"[239950.0, 279950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,CAMISETA,1.0,199950.0,"[139950.0, 245950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,CAMISETA,1.0,299950.0,"[245950.0, 351950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,CAMISETA,1.0,399950.0,"[351950.0, 457950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,CHAQUETA,2.0,499950.0,"[459950.0, 519950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,CHAQUETA,2.0,699950.0,"[699950.0, 759950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,CHAQUETA,2.0,899950.0,"[879950.0, 939950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,FALDA,1.0,399950.0,"[379950.0, 409950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,JEAN,1.0,439950.0,"[439950.0, 465950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,TENIS,6.0,449950.0,"[449950.0, 554950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,TENIS,10.0,499950.0,"[449950.0, 554950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,TENIS,20.0,549950.0,"[449950.0, 554950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,TENIS,13.0,599950.0,"[554950.0, 659950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,TENIS,1.0,649950.0,"[554950.0, 659950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,CAMISETA,1.0,179950.0,"[179950.0, 261950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,CAMISETA,2.0,349950.0,"[343950.0, 425950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,CAMISETA,1.0,399950.0,"[343950.0, 425950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,CAMISETA,4.0,479950.0,"[425950.0, 507950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,TENIS,1.0,499950.0,"[469950.0, 572950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,TENIS,3.0,549950.0,"[469950.0, 572950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,TENIS,3.0,599950.0,"[572950.0, 675950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,TENIS,11.0,699950.0,"[675950.0, 778950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,TENIS,3.0,749950.0,"[675950.0, 778950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,TENIS,1.0,1499950.0,"[1396950.0, 1500980.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,CAMISETA,1.0,299950.0,"[299950.0, 334950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,GORRO,1.0,139950.0,"[139950.0, 150950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,GORRO,1.0,149950.0,"[139950.0, 150950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,GORRO,1.0,249950.0,"[238950.0, 250060.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,TENIS,1.0,499950.0,"[499950.0, 534950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,TENIS,3.0,549950.0,"[534950.0, 569950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,TENIS,1.0,559950.0,"[534950.0, 569950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,TENIS,1.0,599950.0,"[569950.0, 604950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,TENIS,7.0,649950.0,"[639950.0, 674950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,TENIS,9.0,699950.0,"[674950.0, 709950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,TENIS,7.0,749950.0,"[744950.0, 779950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,TENIS,3.0,799950.0,"[779950.0, 814950.0)"
BC4,BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,TENIS,1.0,849950.0,"[814950.0, 850300.0)"
BC4,BROKEN CHAINS PEREIRA,ASICS,MASCULINO,TENIS,5.0,699950.0,"[699950.0, 700089.99)"
BC4,BROKEN CHAINS PEREIRA,ASICS,UNISEX,TENIS,14.0,459950.0,"[459950.0, 503950.0)"
BC4,BROKEN CHAINS PEREIRA,ASICS,UNISEX,TENIS,9.0,599950.0,"[591950.0, 635950.0)"
BC4,BROKEN CHAINS PEREIRA,ASICS,UNISEX,TENIS,15.0,699950.0,"[679950.0, 723950.0)"
BC4,BROKEN CHAINS PEREIRA,ASICS,UNISEX,TENIS,5.0,749950.0,"[723950.0, 767950.0)"
BC4,BROKEN CHAINS PEREIRA,ASICS,UNISEX,TENIS,8.0,849950.0,"[811950.0, 855950.0)"
BC4,BROKEN CHAINS PEREIRA,ASICS,UNISEX,TENIS,6.0,899950.0,"[855950.0, 900390.0)"
BC4,BROKEN CHAINS PEREIRA,DIESEL ADULTO,MASCULINO,BUZO,1.0,1949900.0,"[1949900.0, 1999900.0)"
BC4,BROKEN CHAINS PEREIRA,DIESEL ADULTO,MASCULINO,BUZO,1.0,2449900.0,"[2399900.0, 2450400.0)"
BC4,BROKEN CHAINS PEREIRA,DIESEL ADULTO,MASCULINO,GORRO,1.0,449900.0,"[449900.0, 459900.0)"
BC4,BROKEN CHAINS PEREIRA,MONOIC,UNISEX,BUZO,1.0,430000.0,"[430000.0, 439500.0)"
BC4,BROKEN CHAINS PEREIRA,MONOIC,UNISEX,BUZO,1.0,470000.0,"[468000.0, 477500.0)"
BC4,BROKEN CHAINS PEREIRA,MONOIC,UNISEX,BUZO,1.0,525000.0,"[515500.0, 525095.0)"
BC4,BROKEN CHAINS PEREIRA,MONOIC,UNISEX,CAMISETA,6.0,220000.0,"[220000.0, 240000.0)"
BC4,BROKEN CHAINS PEREIRA,MONOIC,UNISEX,CAMISETA,9.0,230000.0,"[220000.0, 240000.0)"
BC4,BROKEN CHAINS PEREIRA,MONOIC,UNISEX,CAMISETA,3.0,260000.0,"[260000.0, 280000.0)"
BC4,BROKEN CHAINS PEREIRA,MONOIC,UNISEX,CAMISETA,8.0,290000.0,"[280000.0, 300000.0)"
BC4,BROKEN CHAINS PEREIRA,MONOIC,UNISEX,CAMISETA,1.0,310000.0,"[300000.0, 320000.0)"
BC4,BROKEN CHAINS PEREIRA,MONOIC,UNISEX,CORREA,1.0,220000.0,"[217500.0, 221000.0)"
BC4,BROKEN CHAINS PEREIRA,MONOIC,UNISEX,GORRO,2.0,220000.0,"[217500.0, 221000.0)"
BC4,BROKEN CHAINS PEREIRA,MONOIC,UNISEX,GORRO,4.0,235000.0,"[231500.0, 235035.0)"
BC4,BROKEN CHAINS PEREIRA,MONOIC,UNISEX,PANTALON,3.0,400000.0,"[400000.0, 402000.0)"
BC4,BROKEN CHAINS PEREIRA,MONOIC,UNISEX,SUDADERA,1.0,360000.0,"[357000.0, 360030.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,FEMENINO,PANTALON,2.0,629900.0,"[629900.0, 630025.98)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,FEMENINO,TENIS,7.0,599900.0,"[599900.0, 699900.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,FEMENINO,TENIS,11.0,649900.0,"[599900.0, 699900.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,FEMENINO,TENIS,1.0,659900.0,"[599900.0, 699900.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,FEMENINO,TENIS,7.0,664900.0,"[599900.0, 699900.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,FEMENINO,TENIS,1.0,709900.0,"[699900.0, 799900.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,FEMENINO,TENIS,3.0,712900.0,"[699900.0, 799900.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,FEMENINO,TENIS,1.0,994900.0,"[899900.0, 999900.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,MASCULINO,MEDIAS,1.0,139900.0,"[136900.0, 139930.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,MASCULINO,TENIS,2.0,599900.0,"[599900.0, 679900.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,MASCULINO,TENIS,2.0,769900.0,"[759900.0, 839900.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,MASCULINO,TENIS,1.0,889900.0,"[839900.0, 919900.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,MASCULINO,TENIS,2.0,949900.0,"[919900.0, 999900.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,MASCULINO,TENIS,2.0,959900.0,"[919900.0, 999900.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,MASCULINO,TENIS,1.0,999900.0,"[999900.0, 1079900.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,MASCULINO,TENIS,1.0,1069900.0,"[999900.0, 1079900.0)"
BC4,BROKEN CHAINS PEREIRA,NEW BALANCE,MASCULINO,TENIS,1.0,1187900.0,"[1159900.0, 1239900.0)"
