CodigoAlmacen,nombrealmacen,Marca,Genero,Tipo,f126_precio,Despacho
PF737,PILATOS LA ESTACION IBAGUE,NEW BALANCE,MASCULINO,MEDIAS,89900.0,1.0
PL146,PILATOS VIVA LC 143 ENVIGADO,DIESEL ADULTO,MASCULINO,TENIS,999900.0,48.0
PL153,PILATOS PLAZA FABRICATO BELLO,NEW BALANCE,FEMENINO,TENIS,849900.0,1.0
PL18P,PILATOS UNICO BUCARAMANGA,PILATOS,UNISEX,MATERIAL PUBLICITARIO,8130.0,4.0
PL12P,PILATOS UNICO VILLAVICENCIO,NEW BALANCE,MASCULINO,TENIS,765900.0,6.0
PL11P,PILATOS UNICO PEREIRA,NEW BALANCE,MASCULINO,TENIS,689900.0,8.0
ML630,SUPERDRY SAN NICOLAS RIONEGRO,SUPERDRY,FEMENINO,SANDALIAS,219900.0,3.0
PL135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MONASTERY,UNISEX,MORRAL,790000.0,1.0
ML221,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,MASCULINO,TENIS,959900.0,1.0
PL123,PILATOS UNICENTRO ARMENIA,DIESEL ADULTO,MASCULINO,POLO,499900.0,5.0
ML411,DIESEL EL TESORO MEDELLIN,NO APLICA,MASCULINO,MATERIAL PUBLICITARIO,16304.0,16.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,ADIDAS,FEMENINO,BERMUDA,379950.0,2.0
PL10P,PILATOS UNICO PASTO,SUPERDRY,MASCULINO,CAMISETA,179900.0,42.0
BBC2 ,BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,TENIS,799950.0,60.0
PL07P,PILATOS PREMIUM SOPO,MARITHE FRANCOIS GIRBAUD,FEMENINO,VESTIDO,199900.0,4.0
ML224,NEW BALANCE PLAZA FABRICATO BELLO,PILATOS,NO APLICA,MATERIAL DE EMPAQUE,73.0,98.0
PL111,PILATOS UNICENTRO CALI,SUPERDRY,MASCULINO,CAMISETA,249900.0,63.0
ML409,DIESEL CHIPICHAPE CALI,DIESEL ADULTO,FEMENINO,TENIS,1199900.0,12.0
PF734,PILATOS FUSAGASUGA,NEW BALANCE,FEMENINO,TENIS,574900.0,5.0
PL147,PILATOS MAYORCA SABANETA,MONASTERY,MASCULINO,MATERIAL PUBLICITARIO,1.0,21.0
PF177,PILATOS ACCESORIOS CALLE 6 POPAYAN,REPLAY,FEMENINO,TENIS,749900.0,3.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,NIKE,MASCULINO,TENIS,679950.0,1.0
ML624,SUPERDRY NQS MALL PLAZA BOGOTA,SUPERDRY,FEMENINO,CHAQUETA,699900.0,3.0
PL11P,PILATOS UNICO PEREIRA,KIPLING,FEMENINO,LONCHERA,339900.0,1.0
BBC2 ,BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,CAMISETA,1199950.0,3.0
PL07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,MORRAL,249900.0,1.0
PL18P,PILATOS UNICO BUCARAMANGA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,299900.0,17.0
ML409,DIESEL CHIPICHAPE CALI,DIESEL ADULTO,MASCULINO,POLO,399900.0,9.0
PL135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MONASTERY,FEMENINO,CAMISETA,450000.0,3.0
PO317,PILATOS UNICENTRO PEREIRA,SUPERDRY,MASCULINO,MORRAL,419900.0,2.0
PL12P,PILATOS UNICO VILLAVICENCIO,NEW BALANCE,FEMENINO,TENIS,1069900.0,4.0
PL112,PILATOS CHIPICHAPE CALI,GOORIN BROS,UNISEX,GORRO,269900.0,4.0
PF192,PILATOS MALL PLAZA MANIZALES,GOORIN BROS,MASCULINO,GORRO,269900.0,31.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,DIESEL ADULTO,FEMENINO,JEAN,1119900.0,3.0
PF713,PILATOS ARAUCA,SUPERDRY,MASCULINO,MORRAL,399900.0,1.0
PL146,PILATOS VIVA LC 143 ENVIGADO,NEW BALANCE,MASCULINO,TENIS,649900.0,15.0
PL147,PILATOS MAYORCA SABANETA,MONASTERY,UNISEX,GORRO,340000.0,20.0
PF172,PILATOS UNICENTRO YOPAL,REPLAY,FEMENINO,CAMISETA,249900.0,3.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MONASTERY,MASCULINO,CHAQUETA,1900000.0,2.0
PF727,PILATOS FUNDADORES MANIZALES,REPLAY,MASCULINO,TENIS,749900.0,17.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,419900.0,4.0
PL12P,PILATOS UNICO VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,549900.0,8.0
ML219,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,FEMENINO,PANTALON,529900.0,21.0
PL129,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,DIESEL ADULTO,MASCULINO,TENIS,999900.0,110.0
PL113,PILATOS EL TESORO MEDELLIN,NIKE,MASCULINO,TENIS,599950.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,SUPERDRY,MASCULINO,CAMISETA,229900.0,1700.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,MASCULINO,TENIS,749900.0,5.0
PF744,PILATOS  LETICIA AMAZONAS,MONASTERY,MASCULINO,CAMISETA,410000.0,3.0
PL151,PILATOS ACCESORIOS VIVA ENVIGADO,CLEMONT,FEMENINO,CAMISETA,280000.0,4.0
PF161,PILATOS LLANOGRANDE PALMIRA,DIESEL ADULTO,FEMENINO,TENIS,1199900.0,36.0
PL116,PILATOS ARBOLEDA PEREIRA,AP CROWN,MASCULINO,PANTALON,785000.0,3.0
PL08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,BUZO,299900.0,2.0
PL10P,PILATOS UNICO PASTO,DIESEL ADULTO,FEMENINO,JEAN,2299900.0,12.0
pl141,PILATOS BUENAVISTA MONTERIA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,169900.0,8.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,249900.0,24.0
PL132,PILATOS SANTAFE MEDELLIN,NEW BALANCE,FEMENINO,TENIS,949900.0,12.0
PL149,PILATOS NUESTRO BOGOTA,CLEMONT,MASCULINO,CAMISETA,370000.0,1.0
PL113,PILATOS EL TESORO MEDELLIN,REMANENCE,UNISEX,GORRO,179900.0,11.0
MLM10,MFG SAN NICOLAS RIONEGRO,NEW BALANCE,FEMENINO,TENIS,449900.0,1.0
PF744,PILATOS  LETICIA AMAZONAS,SUPERDRY,MASCULINO,CHAQUETA,899900.0,2.0
ML488,DIESEL CENTRO COMERCIAL EL EDEN,DIESEL ADULTO,FEMENINO,JEAN,1849900.0,3.0
PL17P,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,AP CROWN,MASCULINO,CAMISETA,280000.0,1.0
PL131,PILATOS GRAN PLAZA IPIALES,CLEMONT,MASCULINO,BUZO,650000.0,21.0
PLP04,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,NEW ERA,UNISEX,GORRO,209990.0,4.0
ML626,SUPERDRY CENTRO COMERCIAL EL EDÉN,SUPERDRY,FEMENINO,VESTIDO,499900.0,7.0
ML402,DIESEL BUENAVISTA BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,1799900.0,8.0
ML615,SUPERDRY NUESTRO BOGOTA,SUPERDRY,MASCULINO,CAMISETA,219900.0,3.0
ML225,NEW BALANCE FLORIDA PARQUE COMERCIAL,NEW BALANCE,UNISEX,MEDIAS,104900.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,299900.0,47.0
PL15P,PILATOS UNICENTRO MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,469900.0,4.0
PL102,PILATOS PORTAL DEL QUINDIO ARMENIA,CLEMONT,MASCULINO,CAMISETA,410000.0,7.0
PL101,PILATOS BUENAVISTA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,899900.0,1.0
PL153,PILATOS PLAZA FABRICATO BELLO,NEW BALANCE,MASCULINO,TENIS,597900.0,1.0
ML421,DIESEL FONTANAR BOGOTA,DIESEL ADULTO,MASCULINO,POLO,2199900.0,3.0
PL149,PILATOS NUESTRO BOGOTA,CLEMONT,FEMENINO,BERMUDA,230000.0,3.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,PANTALON,499900.0,4.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISA,359900.0,2.0
ML423,DIESEL PARQUE LA COLINA BOGOTA,DIESEL ADULTO,FEMENINO,CAMISETA,1949900.0,2.0
PLP14,PILATOS NUESTRO MONTERIA,MARITHE FRANCOIS GIRBAUD,FEMENINO,VESTIDO,199900.0,2.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,SUPERDRY,MASCULINO,MORRAL,249900.0,1.0
ML426,DIESEL MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,FEMENINO,CHAQUETA,1699900.0,2.0
PL08P,PILATOS UNICO BARRANQUILLA,QUIKSILVER,MASCULINO,GORRO,170000.0,1.0
ML222,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,MASCULINO,TENIS,899900.0,19.0
CDEDM,CENTRO DE DISTRIBUCION EDM,REPLAY,MASCULINO,BUZO,749900.0,22.0
MLM03,MFG CARACOLI BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,239900.0,186.0
PLP14,PILATOS NUESTRO MONTERIA,NEW BALANCE,MASCULINO,GORRO,114900.0,1.0
ML607,SUPERDRY DE MODA PRIME OUTLET LC 110,SUPERDRY,FEMENINO,CAMISETA,229900.0,132.0
PL108,PILATOS GRAN ESTACION BOGOTA,REMANENCE,UNISEX,CHAQUETA,689900.0,3.0
PLP14,PILATOS NUESTRO MONTERIA,QUIKSILVER,MASCULINO,GORRO,170000.0,7.0
PL111,PILATOS UNICENTRO CALI,NEW BALANCE,MASCULINO,MEDIAS,139900.0,1.0
PF713,PILATOS ARAUCA,REPLAY,FEMENINO,TENIS,549900.0,18.0
PL147,PILATOS MAYORCA SABANETA,DIESEL ADULTO,MASCULINO,TENIS,1749900.0,5.0
CDEDM,CENTRO DE DISTRIBUCION EDM,CLEMONT,MASCULINO,CAMISETA,420000.0,32.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,REPLAY,FEMENINO,BOLSO,449900.0,2.0
PL07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,BUZO,449900.0,6.0
PL11P,PILATOS UNICO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,159900.0,9.0
PL108,PILATOS GRAN ESTACION BOGOTA,CLEMONT,MASCULINO,BERMUDA,400000.0,2.0
MF712,SUPERDRY IPIALES,SUPERDRY,FEMENINO,CHAQUETA,849900.0,9.0
ML421,DIESEL FONTANAR BOGOTA,DIESEL ADULTO,MASCULINO,CHAQUETA,3899900.0,3.0
BBC3 ,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1249950.0,24.0
PL119,PILATOS CARIBE PLAZA CARTAGENA,MONASTERY,MASCULINO,POLO,450000.0,26.0
PL110,PILATOS JARDIN PLAZA CALI,Y/OUT,FEMENINO,CAMISETA,290000.0,3.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,119900.0,6.0
CDEDM,CENTRO DE DISTRIBUCION EDM,KIPLING,NO APLICA,MATERIAL DE EMPAQUE,,19.0
pf745,PILATOS VIVA TUNJA,GOORIN BROS,MASCULINO,GORRO,269900.0,23.0
PF745,PILATOS VIVA TUNJA,GOORIN BROS,MASCULINO,GORRO,269900.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MARITHE FRANCOIS GIRBAUD,MASCULINO,MATERIAL PUBLICITARIO,1.0,9.0
PL15P,PILATOS UNICENTRO MEDELLIN,CLEMONT,MASCULINO,CAMISETA,650000.0,1.0
PL12P,PILATOS UNICO VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,FALDA,369900.0,5.0
ML415,DIESEL ARBOLEDA PEREIRA,DIESEL ADULTO,MASCULINO,CAMISETA,699900.0,1.0
PLP06,PILATOS FLORIDA PARQUE COMERCIAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,249900.0,6.0
PL108,PILATOS GRAN ESTACION BOGOTA,SUPERDRY,MASCULINO,GORRO,179900.0,2.0
ml406,DIESEL ANDINO BOGOTA,DIESEL ADULTO,MASCULINO,FRAGANCIA,379900.0,8.0
PF746,PILATOS PRIMAVERA URBANA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,JEAN,899900.0,29.0
ML429,DIESEL LA QUINTA BUCARAMANGA,DIESEL ADULTO,FEMENINO,CORREA,849900.0,3.0
PLP06,PILATOS FLORIDA PARQUE COMERCIAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,159900.0,15.0
PLP14,PILATOS NUESTRO MONTERIA,REPLAY,FEMENINO,JEAN,129900.0,5.0
MLM03,MFG CARACOLI BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISA,199900.0,1.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,VANS,UNISEX,TENIS,469000.0,1.0
ML416,DIESEL JARDIN PLAZA CALI,DIESEL ADULTO,MASCULINO,MORRAL,1499900.0,2.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,DIESEL ADULTO,MASCULINO,BUZO,999900.0,4.0
PF737,PILATOS LA ESTACION IBAGUE,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,199900.0,2.0
PF713,PILATOS ARAUCA,MONASTERY,MASCULINO,CAMISETA,430000.0,11.0
PL101,PILATOS BUENAVISTA BARRANQUILLA,CLEMONT,FEMENINO,CAMISA,290000.0,2.0
MLM07,MFG PLAZA FABRICATO BELLO,MARITHE FRANCOIS GIRBAUD,FEMENINO,FALDA,349900.0,7.0
PL104,PILATOS BUENAVISTA SANTA MARTA,CLEMONT,MASCULINO,JEAN,520000.0,4.0
PF183,PILATOS IPIALES,CLEMONT,FEMENINO,CAMISETA,290000.0,4.0
PF166,PILATOS CAMPANARIO POPAYAN,MONASTERY,UNISEX,GORRO,290000.0,6.0
PF172,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,119900.0,6.0
PL104,PILATOS BUENAVISTA SANTA MARTA,DIESEL ADULTO,MASCULINO,JEAN,999900.0,21.0
BBC1 ,BROKEN CHAINS MEDELLIN,NIKE,MASCULINO,CAMISETA,499950.0,18.0
PF713,PILATOS ARAUCA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,669900.0,6.0
MF728,SUPERDRY PASTO,SUPERDRY,MASCULINO,CHAQUETA,799900.0,9.0
PL10P,PILATOS UNICO PASTO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,399900.0,18.0
PL17P,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,REPLAY,FEMENINO,TENIS,699900.0,13.0
PL334,PILATOS OUTLET CHAPINERO,REPLAY,FEMENINO,JEAN,129900.0,1.0
PL147,PILATOS MAYORCA SABANETA,NIKE,FEMENINO,TENIS,1109950.0,6.0
ML424,DIESEL VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,449900.0,73.0
PL10P,PILATOS UNICO PASTO,DIESEL ADULTO,FEMENINO,JEAN,799900.0,8.0
PL123,PILATOS UNICENTRO ARMENIA,Y/OUT,MASCULINO,CAMISETA,370000.0,2.0
PL123,PILATOS UNICENTRO ARMENIA,REMANENCE,UNISEX,PANTALON,639900.0,5.0
PLP08,PILATOS CENTRO COMERCIAL EL EDÉN,DIESEL ADULTO,FEMENINO,JEAN,1249900.0,2.0
PL112,PILATOS CHIPICHAPE CALI,REPLAY,MASCULINO,JEAN,499900.0,10.0
ML619,SUPERDRY ARBOLEDA PEREIRA,SUPERDRY,MASCULINO,JEAN,499900.0,31.0
PL138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,MEDIAS,99900.0,1.0
PL104,PILATOS BUENAVISTA SANTA MARTA,NEW BALANCE,UNISEX,MEDIAS,124900.0,1.0
PF727,PILATOS FUNDADORES MANIZALES,REPLAY,FEMENINO,TENIS,549900.0,1.0
PF727,PILATOS FUNDADORES MANIZALES,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,199900.0,2.0
PF177,PILATOS ACCESORIOS CALLE 6 POPAYAN,SUPERDRY,MASCULINO,MORRAL,449900.0,4.0
PL143,PILATOS CARACOLI BUCARAMANGA,DIESEL ADULTO,FEMENINO,TENIS,1149900.0,2.0
PL113,PILATOS EL TESORO MEDELLIN,HOKA,UNISEX,TENIS,999900.0,12.0
ML423,DIESEL PARQUE LA COLINA BOGOTA,DIESEL ADULTO,FEMENINO,CHAQUETA,1949900.0,2.0
pf170,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,CAMISETA,279900.0,92.0
PL102,PILATOS PORTAL DEL QUINDIO ARMENIA,MONASTERY,MASCULINO,BUZO,690000.0,1.0
PF730,PILATOS SANTA ROSA,SUPERDRY,MASCULINO,GORRO,159900.0,4.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,KIPLING,FEMENINO,COSMETIQUERA,349900.0,3.0
PL13P,PILATOS NQS MALL PLAZA BOGOTA,NEW BALANCE,MASCULINO,MATERIAL PUBLICITARIO,25000.0,22.0
PLP14,PILATOS NUESTRO MONTERIA,NEW BALANCE,MASCULINO,MEDIAS,96900.0,3.0
PF726,PILATOS CABLE PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,599900.0,9.0
PL151,PILATOS ACCESORIOS VIVA ENVIGADO,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,219900.0,2.0
PL141,PILATOS BUENAVISTA MONTERIA,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,349900.0,9.0
pl141,PILATOS BUENAVISTA MONTERIA,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,349900.0,2.0
PL12P,PILATOS UNICO VILLAVICENCIO,DIESEL ADULTO,FEMENINO,JEAN,1399900.0,8.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,SALOMON,UNISEX,TENIS,999900.0,4.0
CDEDM,CENTRO DE DISTRIBUCION EDM,KIPLING,FEMENINO,MALETA,1499900.0,8.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,ADIDAS,MASCULINO,CAMISETA,209950.0,1.0
PL18P,PILATOS UNICO BUCARAMANGA,MONASTERY,UNISEX,BOLSO,750000.0,3.0
PL143,PILATOS CARACOLI BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,BERMUDA,439900.0,3.0
PL123,PILATOS UNICENTRO ARMENIA,DIESEL ADULTO,MASCULINO,TENIS,1349900.0,7.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,PILATOS,NO APLICA,MATERIAL DE EMPAQUE,1.0,2.0
ML211,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,UNISEX,TENIS,1299900.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,REPLAY,MASCULINO,CAMISETA,199900.0,411.0
MLM05,MFG MULTIPLAZA LA FELICIDAD BOGOTA,MARITHE FRANCOIS GIRBAUD,FEMENINO,FALDA,319900.0,3.0
ML405,DIESEL GRAN ESTACION BOGOTA,DIESEL ADULTO,MASCULINO,FRAGANCIA,424900.0,6.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,14900.0,9.0
PL15P,PILATOS UNICENTRO MEDELLIN,KIPLING,FEMENINO,BOLSO,549900.0,2.0
PL112,PILATOS CHIPICHAPE CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,PANTALON,349900.0,30.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,119900.0,150.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,NIKE,MASCULINO,MEDIAS,104950.0,2.0
PF193,PILATOS UNICENTRO TUNJA,DIESEL ADULTO,MASCULINO,CAMISETA,399900.0,12.0
PF730,PILATOS SANTA ROSA,SUPERDRY,MASCULINO,CAMISETA,229900.0,17.0
ML412,DIESEL SANDIEGO MEDELLIN,DIESEL ADULTO,MASCULINO,JEAN,1399900.0,6.0
PL151,PILATOS ACCESORIOS VIVA ENVIGADO,NIKE,FEMENINO,TENIS,679950.0,7.0
PL19P,PILATOS LA HERRADURA TULUA,ALPINESTARS,MASCULINO,GORRO,149900.0,11.0
PL116,PILATOS ARBOLEDA PEREIRA,DIESEL ADULTO,MASCULINO,BUZO,1199900.0,6.0
PL198,MOVIL 2,KIPLING,FEMENINO,CARTUCHERA,149900.0,31.0
MO422,DIESEL OUTLET MAYORCA SABANETA,DIESEL ADULTO,FEMENINO,JEAN,1149900.0,14.0
BBC3 ,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,799950.0,12.0
PL107,PILATOS MALL PLAZA CARTAGENA,PILATOS,MASCULINO,MATERIAL PUBLICITARIO,25000.0,6.0
PL148,PILATOS ARKADIA MEDELLIN,DIESEL ADULTO,FEMENINO,JEAN,1149900.0,1.0
PL135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,FEMENINO,TENIS,764950.0,1.0
PL147,PILATOS MAYORCA SABANETA,NIKE,MASCULINO,TENIS,964950.0,1.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,QUIKSILVER,MASCULINO,GORRO,170000.0,14.0
PLP14,PILATOS NUESTRO MONTERIA,REPLAY,FEMENINO,JEAN,379900.0,10.0
PL110,PILATOS JARDIN PLAZA CALI,Y/OUT,MASCULINO,GORRO,280000.0,4.0
PL12P,PILATOS UNICO VILLAVICENCIO,DIESEL ADULTO,MASCULINO,MEDIAS,199900.0,12.0
ML421,DIESEL FONTANAR BOGOTA,DIESEL ADULTO,MASCULINO,POLO,699900.0,8.0
BBC4 ,BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,BERMUDA,249950.0,4.0
PL119,PILATOS CARIBE PLAZA CARTAGENA,SUPERDRY,MASCULINO,CAMISETA,199900.0,6.0
PL149,PILATOS NUESTRO BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,1299900.0,6.0
MLM02,MFG OVIEDO MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,149900.0,3.0
ML483,DIESEL TITAN PLAZA BOGOTA,DIESEL ADULTO,FEMENINO,JEAN,1099900.0,10.0
BBC1 ,BROKEN CHAINS MEDELLIN,NIKE,FEMENINO,TENIS,954950.0,1.0
PF713,PILATOS ARAUCA,CLEMONT,MASCULINO,SUDADERA,500000.0,2.0
PL11P,PILATOS UNICO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,249900.0,1.0
PL138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,FEMENINO,CAMISETA,599900.0,1.0
ML407,DIESEL EL RETIRO BOGOTA,DIESEL ADULTO,MASCULINO,CAMISA,1199900.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NEW BALANCE,MASCULINO,BUZO,559900.0,12.0
PL142,PILATOS MEGAMALL BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,339900.0,8.0
PF734,PILATOS FUSAGASUGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,259900.0,3.0
ML414,DIESEL SANTAFE MEDELLIN,DIESEL ADULTO,MASCULINO,GORRO,399900.0,4.0
ML411,DIESEL EL TESORO MEDELLIN,DIESEL ADULTO,MASCULINO,CAMISETA,799900.0,23.0
ML211,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,FEMENINO,TENIS,839900.0,1.0
PL110,PILATOS JARDIN PLAZA CALI,NIKE,FEMENINO,TENIS,864950.0,1.0
ML488,DIESEL CENTRO COMERCIAL EL EDEN,DIESEL ADULTO,FEMENINO,JEAN,2299900.0,8.0
ML219,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,UNISEX,MEDIAS,169900.0,4.0
PL129,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,SUPERDRY,FEMENINO,CAMISETA,159900.0,6.0
PLP04,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,SUPERDRY,MASCULINO,BUZO,499900.0,60.0
PL129,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,SUPERDRY,MASCULINO,PANTALON,499900.0,23.0
MLM03,MFG CARACOLI BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,349900.0,19.0
ML213,NEW BALANCE DE MODA PRIME OUTLET LC 121,NEW BALANCE,NIÑO,TENIS,429900.0,37.0
PL153,PILATOS PLAZA FABRICATO BELLO,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,639900.0,6.0
PL13P,PILATOS NQS MALL PLAZA BOGOTA,SUPERDRY,MASCULINO,MORRAL,339900.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MONASTERY,MASCULINO,BUZO,950000.0,17.0
PF734,PILATOS FUSAGASUGA,DIESEL ADULTO,FEMENINO,TENIS,899900.0,4.0
CDEDM,CENTRO DE DISTRIBUCION EDM,HOKA,UNISEX,TENIS,1199900.0,52.0
CDEDM,CENTRO DE DISTRIBUCION EDM,ADIDAS,FEMENINO,TENIS,599950.0,112.0
PLP06,PILATOS FLORIDA PARQUE COMERCIAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,119900.0,1.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,UNISEX,MEDIAS,79950.0,1.0
PL810,SMART SALE,MONASTERY,MASCULINO,CAMISETA,510000.0,1.0
PL08P,PILATOS UNICO BARRANQUILLA,QUIKSILVER,MASCULINO,GORRO,164900.0,1.0
PL121,PILATOS TITAN PLAZA BOGOTA,PILATOS,UNISEX,PROTECCION,24900.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,ADIDAS,FEMENINO,CAMISETA,299950.0,14.0
ML402,DIESEL BUENAVISTA BARRANQUILLA,DIESEL ADULTO,FEMENINO,ROPA INTERIOR,299900.0,13.0
PLP16,PILATOS MALL PLAZA BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,999900.0,29.0
PL19P,PILATOS LA HERRADURA TULUA,DIESEL ADULTO,MASCULINO,JEAN,949900.0,12.0
pf745,PILATOS VIVA TUNJA,CLEMONT,MASCULINO,CAMISETA,320000.0,8.0
PL18P,PILATOS UNICO BUCARAMANGA,MONASTERY,UNISEX,GORRO,340000.0,4.0
PL143,PILATOS CARACOLI BUCARAMANGA,LE COQ SPORTIF,UNISEX,TENIS,395000.0,1.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,449900.0,8.0
ML211,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,MASCULINO,MEDIAS,139900.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,SUPERDRY,MASCULINO,SUDADERA,549900.0,13.0
PLP13,PILATOS UNICO CALI 2,KIPLING,FEMENINO,LONCHERA,339900.0,3.0
PF166,PILATOS CAMPANARIO POPAYAN,CLEMONT,MASCULINO,CAMISETA,410000.0,5.0
